date;account;other_account;name;balance_after_transaction;transaction_value
2020-10-15;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;83.41000000000003;-1.89
2020-10-17;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;80.44000000000003;-2.97
2020-10-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;90.44000000000003;10.0
2020-10-29;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;89.70000000000003;-0.74
2020-10-31;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;86.73000000000003;-2.97
2020-11-03;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;84.35000000000004;-2.38
2020-11-14;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;82.98000000000003;-1.37
2020-11-17;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;82.46000000000004;-0.52
2020-11-21;NL98INGB1415694826;NL85INGB4031638493;Jamin;78.93000000000004;-3.53
2020-11-23;NL98INGB1415694826;NL85INGB4031638493;Jamin;76.54000000000003;-2.39
2020-11-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;86.54000000000003;10.0
2020-11-26;NL98INGB1415694826;NL85INGB4031638493;Jamin;85.03000000000003;-1.51
2020-12-04;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;82.31000000000003;-2.72
2020-12-06;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;79.48000000000003;-2.83
2020-12-09;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;77.47000000000003;-2.01
2020-12-13;NL98INGB1415694826;NL33INGB8694892022;Intratuin Utrecht;67.92000000000003;-9.55
2020-12-14;NL98INGB1415694826;NL33INGB8694892022;Intratuin Utrecht;63.43000000000003;-4.49
2020-12-22;NL98INGB1415694826;NL20RABO7577249270;The Sting089;53.370000000000026;-10.06
2020-12-23;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;52.380000000000024;-0.99
2020-12-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;62.380000000000024;10.0
2021-01-03;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;61.03000000000002;-1.35
2021-01-11;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;59.94000000000002;-1.09
2021-01-20;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;58.07000000000002;-1.87
2021-01-24;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;55.48000000000002;-2.59
2021-01-24;NL98INGB1415694826;NL38INGB3675462129;H&M;21.210000000000015;-34.27
2021-01-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;31.210000000000015;10.0
2021-02-02;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;30.560000000000016;-0.65
2021-02-04;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;29.970000000000017;-0.59
2021-02-05;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;27.220000000000017;-2.75
2021-02-07;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;26.39000000000002;-0.83
2021-02-10;NL98INGB1415694826;NL85INGB4031638493;Jamin;23.040000000000017;-3.35
2021-02-12;NL98INGB1415694826;NL33INGB8694892022;Intratuin Utrecht;16.060000000000016;-6.98
2021-02-17;NL98INGB1415694826;NL85INGB4031638493;Jamin;14.420000000000016;-1.64
2021-02-20;NL98INGB1415694826;NL24INGB5924436675;de Bijenkorf;5.680000000000016;-8.74
2021-02-21;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;3.7000000000000157;-1.98
2021-02-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;13.700000000000015;10.0
2021-02-26;NL98INGB1415694826;NL92ABNA6770096250;Intertoys;8.690000000000015;-5.01
2021-03-01;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;6.430000000000016;-2.26
2021-03-03;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;4.670000000000016;-1.76
2021-03-11;NL98INGB1415694826;NL85INGB4031638493;Jamin;1.170000000000016;-3.5
2021-03-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;11.170000000000016;10.0
2021-04-07;NL98INGB1415694826;NL69RABO9966705163;Anne Van Slyke;56.170000000000016;45.0
2021-04-07;NL98INGB1415694826;NL07ABNA8849764685;Truus Van Dell;81.17000000000002;25.0
2021-04-07;NL98INGB1415694826;NL57RABO4787393871;Liesbeth Van Schaik;111.17000000000002;30.0
2021-04-07;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;131.17000000000002;20.0
2021-04-07;NL98INGB1415694826;NL03ABNA5732787127;Elke Slager;151.17000000000002;20.0
2021-04-07;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;149.36;-1.81
2021-04-07;NL98INGB1415694826;NL18INGB8743112544;Mariska Vandersloot;179.36;30.0
2021-04-08;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;177.46;-1.9
2021-04-10;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;175.33;-2.13
2021-04-14;NL98INGB1415694826;NL08RABO7568468658;Jos Stammen;195.33;20.0
2021-04-14;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;210.33;15.0
2021-04-15;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;207.83;-2.5
2021-04-24;NL98INGB1415694826;NL92ABNA6770096250;Intertoys;200.94000000000003;-6.89
2021-04-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;210.94000000000003;10.0
2021-05-14;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;206.94000000000003;-4.0
2021-05-15;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;205.07000000000002;-1.87
2021-05-15;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;202.35000000000002;-2.72
2021-05-23;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;201.35000000000002;-1.0
2021-05-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;211.35000000000002;10.0
2021-06-01;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;210.20000000000002;-1.15
2021-06-02;NL98INGB1415694826;NL85INGB4031638493;Jamin;207.35000000000002;-2.85
2021-06-03;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;204.54000000000002;-2.81
2021-06-03;NL98INGB1415694826;NL13ABNA4388522244;Gesina De Graaf;219.54000000000002;15.0
2021-06-03;NL98INGB1415694826;NL09RABO9999810888;Jacoba Lindert;239.54000000000002;20.0
2021-06-03;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;259.54;20.0
2021-06-06;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;258.74;-0.8
2021-06-10;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;256.33;-2.41
2021-06-11;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;253.41;-2.92
2021-06-22;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;251.57999999999998;-1.83
2021-06-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;261.58;10.0
2021-06-26;NL98INGB1415694826;NL38INGB3675462129;H&M;231.07;-30.51
2021-06-29;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;227.26999999999998;-3.8
2021-06-30;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;225.82999999999998;-1.44
2021-07-02;NL98INGB1415694826;NL20RABO7577249270;The Sting089;197.92;-27.91
2021-07-14;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;195.01999999999998;-2.9
2021-07-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;205.01999999999998;10.0
2021-07-25;NL98INGB1415694826;NL33INGB8694892022;Intratuin Utrecht;199.89;-5.13
2021-08-02;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;198.52999999999997;-1.36
2021-08-09;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;197.41999999999996;-1.11
2021-08-15;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;194.96999999999997;-2.45
2021-08-19;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;192.32999999999998;-2.64
2021-08-24;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;189.45;-2.88
2021-08-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;199.45;10.0
2021-08-25;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;196.51;-2.94
2021-08-26;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;195.64999999999998;-0.86
2021-08-26;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;193.59999999999997;-2.05
2021-09-01;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;192.47999999999996;-1.12
2021-09-01;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;189.48999999999995;-2.99
2021-09-17;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;187.79999999999995;-1.69
2021-09-18;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;185.95999999999995;-1.84
2021-09-19;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;184.60999999999996;-1.35
2021-09-22;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;183.36999999999995;-1.24
2021-09-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;193.36999999999995;10.0
2021-09-27;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;191.94999999999996;-1.42
2021-10-02;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;191.07999999999996;-0.87
2021-10-15;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;190.25999999999996;-0.82
2021-10-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;200.25999999999996;10.0
2021-10-26;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;198.58999999999997;-1.67
2021-11-06;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;196.06999999999996;-2.52
2021-11-07;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;194.25999999999996;-1.81
2021-11-16;NL98INGB1415694826;NL38INGB3675462129;H&M;183.64999999999998;-10.61
2021-11-19;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;180.71999999999997;-2.93
2021-11-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;190.71999999999997;10.0
2021-11-26;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;189.28999999999996;-1.43
2021-11-30;NL98INGB1415694826;NL85INGB4031638493;Jamin;187.35999999999996;-1.93
2021-12-08;NL98INGB1415694826;NL24INGB5924436675;de Bijenkorf;174.48999999999995;-12.87
2021-12-16;NL98INGB1415694826;NL92ABNA6770096250;Intertoys;166.24999999999994;-8.24
2021-12-20;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;163.72999999999993;-2.52
2021-12-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;173.72999999999993;10.0
2021-12-30;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;171.87999999999994;-1.85
2022-01-14;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;169.70999999999995;-2.17
2022-01-18;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;167.02999999999994;-2.68
2022-01-21;NL98INGB1415694826;NL33INGB8694892022;Intratuin Utrecht;160.06999999999994;-6.96
2022-01-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;170.06999999999994;10.0
2022-01-27;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;169.27999999999994;-0.79
2022-01-28;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;168.44999999999993;-0.83
2022-01-29;NL98INGB1415694826;NL92ABNA6770096250;Intertoys;157.45999999999992;-10.99
2022-02-04;NL98INGB1415694826;NL38INGB3675462129;H&M;138.91999999999993;-18.54
2022-02-16;NL98INGB1415694826;NL36INGB9481673421;Snackbar Pieters;135.92999999999992;-2.99
2022-02-20;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;134.35999999999993;-1.57
2022-02-21;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;132.42999999999992;-1.93
2022-02-23;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;130.57999999999993;-1.85
2022-02-24;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;128.14999999999992;-2.43
2022-02-24;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;125.68999999999993;-2.46
2022-02-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;135.68999999999994;10.0
2022-03-03;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;133.68999999999994;-2.0
2022-03-16;NL98INGB1415694826;NL18INGB9657789273;AH 1208 Utrecht;132.69999999999993;-0.99
2022-03-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;142.69999999999993;10.0
2022-03-26;NL98INGB1415694826;NL84ABNA1158470533;Jumbo Leidsche Rijn;140.52999999999994;-2.17
2022-03-28;NL98INGB1415694826;NL67ABNA1070230618;DIRK VDBROEK FIL3489;138.20999999999995;-2.32
2022-04-07;NL98INGB1415694826;NL60RABO7711638558;Bert Provine;158.20999999999995;20.0
2022-04-07;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;198.20999999999995;40.0
2022-04-09;NL98INGB1415694826;NL67ABNA1965265332;Bakkerij t Stoepje;195.28999999999996;-2.92
2022-04-14;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;215.28999999999996;20.0
2022-04-18;NL98INGB1415694826;NL85INGB4031638493;Jamin;213.98999999999995;-1.3
2022-04-22;NL98INGB1415694826;NL85INGB4031638493;Jamin;210.18999999999994;-3.8
2022-04-25;NL98INGB1415694826;NL07INGB9788055427;Maurits Busker;220.18999999999994;10.0
2022-04-29;NL98INGB1415694826;NL33INGB8694892022;Intratuin Utrecht;211.16999999999993;-9.02
