date;account;other_account;name;balance_after_transaction;transaction_value
2021-02-25;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;230.93999999999997;-2.08
2021-02-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;232.93999999999997;2.0
2021-02-28;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;235.93999999999997;3.0
2021-03-01;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;232.48999999999998;-3.45
2021-03-01;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;234.48999999999998;2.0
2021-03-07;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;237.48999999999998;3.0
2021-03-12;NL87INGB9688157082;NL98ABNA5831335380;Zara;217.58999999999997;-19.9
2021-03-14;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;220.58999999999997;3.0
2021-03-17;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;218.82999999999998;-1.76
2021-03-21;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;221.82999999999998;3.0
2021-03-21;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;219.48999999999998;-2.34
2021-03-27;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;215.73999999999998;-3.75
2021-03-28;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;218.73999999999998;3.0
2021-03-29;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;216.48999999999998;-2.25
2021-03-30;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;220.48999999999998;4.0
2021-04-01;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;224.48999999999998;4.0
2021-04-01;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;228.48999999999998;4.0
2021-04-02;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;233.48999999999998;5.0
2021-04-04;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;236.48999999999998;3.0
2021-04-06;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;256.49;20.0
2021-04-06;NL87INGB9688157082;NL84ABNA1158470533;Tineke Vliet;271.49;15.0
2021-04-11;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;274.49;3.0
2021-04-11;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;271.97;-2.52
2021-04-15;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;275.97;4.0
2021-04-18;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;278.97;3.0
2021-04-24;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;275.40000000000003;-3.57
2021-04-25;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;278.40000000000003;3.0
2021-04-26;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;276.98;-1.42
2021-05-02;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;279.98;3.0
2021-05-05;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;277.40000000000003;-2.58
2021-05-05;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;279.40000000000003;2.0
2021-05-07;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;276.97;-2.43
2021-05-09;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;279.97;3.0
2021-05-10;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;282.97;3.0
2021-05-12;NL87INGB9688157082;NL67ABNA1070230618;Intertoys;276.52000000000004;-6.45
2021-05-16;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;279.52000000000004;3.0
2021-05-20;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;276.76000000000005;-2.76
2021-05-23;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;279.76000000000005;3.0
2021-05-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;281.76000000000005;2.0
2021-05-30;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;284.76000000000005;3.0
2021-05-31;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;283.79;-0.97
2021-06-01;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;281.55;-2.24
2021-06-03;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;286.55;5.0
2021-06-06;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;289.55;3.0
2021-06-07;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;286.97;-2.58
2021-06-11;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;284.20000000000005;-2.77
2021-06-12;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;287.20000000000005;3.0
2021-06-13;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;290.20000000000005;3.0
2021-06-20;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;293.20000000000005;3.0
2021-06-21;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;296.20000000000005;3.0
2021-06-21;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;311.20000000000005;15.0
2021-06-21;NL87INGB9688157082;NL50INGB7082086296;Wilco Wassenaar;326.20000000000005;15.0
2021-06-27;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;323.07000000000005;-3.13
2021-06-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;326.07000000000005;3.0
2021-06-28;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;323.62000000000006;-2.45
2021-06-28;NL87INGB9688157082;NL08RABO7568468658;ETOS 3297;315.52000000000004;-8.1
2021-07-04;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;318.52000000000004;3.0
2021-07-07;NL87INGB9688157082;NL98INGB1415694826;The Sting089;304.04;-14.48
2021-07-11;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;307.04;3.0
2021-07-18;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;309.04;2.0
2021-07-18;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;312.04;3.0
2021-07-25;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;315.04;3.0
2021-07-25;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;314.03000000000003;-1.01
2021-07-26;NL87INGB9688157082;NL67ABNA1965265332;Jamin;310.39000000000004;-3.64
2021-07-29;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;312.39000000000004;2.0
2021-08-01;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;315.39000000000004;3.0
2021-08-01;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;319.39000000000004;4.0
2021-08-05;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;322.39000000000004;3.0
2021-08-08;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;325.39000000000004;3.0
2021-08-10;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;324.33000000000004;-1.06
2021-08-10;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;320.89000000000004;-3.44
2021-08-10;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;318.36000000000007;-2.53
2021-08-15;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;321.36000000000007;3.0
2021-08-22;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;324.36000000000007;3.0
2021-08-22;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;326.36000000000007;2.0
2021-08-22;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;328.36000000000007;2.0
2021-08-29;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;331.36000000000007;3.0
2021-09-03;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;332.36000000000007;1.0
2021-09-05;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;335.36000000000007;3.0
2021-09-10;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;338.36000000000007;3.0
2021-09-12;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;341.36000000000007;3.0
2021-09-18;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;344.36000000000007;3.0
2021-09-19;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;347.36000000000007;3.0
2021-09-23;NL87INGB9688157082;NL07ABNA8849764685;Menno Vredenburg;367.36000000000007;20.0
2021-09-23;NL87INGB9688157082;NL24INGB5924436675;Johannes Rosenkranz;402.36000000000007;35.0
2021-09-23;NL87INGB9688157082;NL09RABO9999810888;Truus Van Dell;427.36000000000007;25.0
2021-09-23;NL87INGB9688157082;NL92ABNA6770096250;Dirk Baars;472.36000000000007;45.0
2021-09-23;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;502.36000000000007;30.0
2021-09-26;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;501.63000000000005;-0.73
2021-09-26;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;504.63000000000005;3.0
2021-09-27;NL87INGB9688157082;NL69RABO9966705163;Petronella Sieren;524.6300000000001;20.0
2021-09-27;NL87INGB9688157082;NL03ABNA5732787127;Petunia Lis;539.6300000000001;15.0
2021-09-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;564.6300000000001;25.0
2021-10-03;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;567.6300000000001;3.0
2021-10-03;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;566.0900000000001;-1.54
2021-10-03;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;571.0900000000001;5.0
2021-10-09;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;567.9700000000001;-3.12
2021-10-09;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;565.9200000000002;-2.05
2021-10-10;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;563.3800000000002;-2.54
2021-10-10;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;566.3800000000002;3.0
2021-10-17;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;569.3800000000002;3.0
2021-10-20;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;567.5000000000002;-1.88
2021-10-20;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;565.2400000000002;-2.26
2021-10-22;NL87INGB9688157082;NL18INGB9657789273;Intratuin Utrecht;553.8100000000003;-11.43
2021-10-24;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;556.8100000000003;3.0
2021-10-26;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;557.8100000000003;1.0
2021-10-27;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;557.1400000000003;-0.67
2021-10-30;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;558.1400000000003;1.0
2021-10-31;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;561.1400000000003;3.0
2021-11-06;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;558.2500000000003;-2.89
2021-11-07;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;561.2500000000003;3.0
2021-11-10;NL87INGB9688157082;NL98INGB1415694826;The Sting089;526.2700000000003;-34.98
2021-11-11;NL87INGB9688157082;NL66RABO3526558027;de Bijenkorf;511.1000000000003;-15.17
2021-11-12;NL87INGB9688157082;NL67ABNA1965265332;Jamin;507.7300000000003;-3.37
2021-11-14;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;510.7300000000003;3.0
2021-11-19;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;512.7300000000002;2.0
2021-11-20;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;515.7300000000002;3.0
2021-11-21;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;518.7300000000002;3.0
2021-11-24;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;521.7300000000002;3.0
2021-11-28;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;524.7300000000002;3.0
2021-11-28;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;521.0100000000002;-3.72
2021-12-05;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;524.0100000000002;3.0
2021-12-10;NL87INGB9688157082;NL67ABNA1965265332;Jamin;522.4100000000002;-1.6
2021-12-12;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;525.4100000000002;3.0
2021-12-15;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;524.3500000000003;-1.06
2021-12-15;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;522.5200000000002;-1.83
2021-12-19;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;524.5200000000002;2.0
2021-12-19;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;527.5200000000002;3.0
2021-12-21;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;525.2700000000002;-2.25
2021-12-25;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;523.9300000000002;-1.34
2021-12-26;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;526.9300000000002;3.0
2021-12-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;527.9300000000002;1.0
2021-12-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;529.9300000000002;2.0
2021-12-28;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;526.1800000000002;-3.75
2021-12-29;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;523.1900000000002;-2.99
2022-01-02;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;526.1900000000002;3.0
2022-01-04;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;523.7800000000002;-2.41
2022-01-09;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;526.7800000000002;3.0
2022-01-11;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;530.7800000000002;4.0
2022-01-16;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;533.7800000000002;3.0
2022-01-21;NL87INGB9688157082;NL85INGB4031638493;Mediamarkt;521.5600000000002;-12.22
2022-01-21;NL87INGB9688157082;NL20RABO7577249270;DIRK VDBROEK FIL3489;519.0600000000002;-2.5
2022-01-23;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;522.0600000000002;3.0
2022-01-24;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;527.0600000000002;5.0
2022-01-30;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;530.0600000000002;3.0
2022-01-31;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;534.0600000000002;4.0
2022-02-06;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;537.0600000000002;3.0
2022-02-08;NL87INGB9688157082;NL67ABNA1965265332;Jamin;535.4400000000002;-1.62
2022-02-13;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;533.6900000000002;-1.75
2022-02-13;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;536.6900000000002;3.0
2022-02-17;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;535.4000000000002;-1.29
2022-02-20;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;538.4000000000002;3.0
2022-02-25;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;543.4000000000002;5.0
2022-02-25;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;545.4000000000002;2.0
2022-02-25;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;549.4000000000002;4.0
2022-02-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;552.4000000000002;3.0
2022-03-02;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;549.2200000000003;-3.18
2022-03-04;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;552.2200000000003;3.0
2022-03-06;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;555.2200000000003;3.0
2022-03-09;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;553.7500000000002;-1.47
2022-03-11;NL87INGB9688157082;NL17RABO4115845937;Bakkerij t Stoepje;550.3100000000002;-3.44
2022-03-13;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;553.3100000000002;3.0
2022-03-20;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;556.3100000000002;3.0
2022-03-22;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;555.5900000000001;-0.72
2022-03-24;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;555.0600000000002;-0.53
2022-03-26;NL87INGB9688157082;NL38INGB3675462129;H&M;538.7600000000002;-16.3
2022-03-26;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;540.7600000000002;2.0
2022-03-27;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;543.7600000000002;3.0
2022-03-28;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;546.7600000000002;3.0
2022-03-28;NL87INGB9688157082;NL67ABNA1965265332;Jamin;545.5300000000002;-1.23
2022-04-03;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;548.5300000000002;3.0
2022-04-06;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;573.5300000000002;25.0
2022-04-07;NL87INGB9688157082;NL18INGB9657789273;Intratuin Utrecht;567.7900000000002;-5.74
2022-04-10;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;570.7900000000002;3.0
2022-04-15;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;573.7900000000002;3.0
2022-04-17;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;576.7900000000002;3.0
2022-04-17;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;580.7900000000002;4.0
2022-04-17;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;583.7900000000002;3.0
2022-04-20;NL87INGB9688157082;NL32ABNA4438120233;Snackbar Pieters;580.5300000000002;-3.26
2022-04-23;NL87INGB9688157082;NL36INGB9481673421;AH 1208 Utrecht;578.5700000000002;-1.96
2022-04-24;NL87INGB9688157082;NL33INGB8694892022;Annemarie Meuse;581.5700000000002;3.0
2022-04-30;NL87INGB9688157082;NL60RABO7711638558;Jumbo Leidsche Rijn;579.8300000000002;-1.74
