date;account;other_account;name;balance_after_transaction;transaction_value
2020-10-11;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;188.51999999999998;3.0
2020-10-13;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;203.51999999999998;15.0
2020-10-13;NL68ABNA9548056305;NL18INGB8743112544;Elke Slager;218.51999999999998;15.0
2020-10-15;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;215.60999999999999;-2.91
2020-10-18;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;218.60999999999999;3.0
2020-10-25;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;221.60999999999999;3.0
2020-10-26;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;220.51;-1.1
2020-10-27;NL68ABNA9548056305;NL49INGB5406040774;Jamin;218.79999999999998;-1.71
2020-10-29;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;215.83999999999997;-2.96
2020-10-31;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;213.36999999999998;-2.47
2020-11-01;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;216.36999999999998;3.0
2020-11-02;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;213.08999999999997;-3.28
2020-11-03;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;210.81999999999996;-2.27
2020-11-04;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;209.32999999999996;-1.49
2020-11-08;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;206.49999999999994;-2.83
2020-11-08;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;209.49999999999994;3.0
2020-11-09;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;207.24999999999994;-2.25
2020-11-12;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;205.39999999999995;-1.85
2020-11-12;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;203.08999999999995;-2.31
2020-11-13;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;202.50999999999993;-0.58
2020-11-15;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;205.50999999999993;3.0
2020-11-16;NL68ABNA9548056305;NL98INGB1415694826;Zara;188.18999999999994;-17.32
2020-11-22;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;191.18999999999994;3.0
2020-11-24;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;189.28999999999994;-1.9
2020-11-25;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;188.13999999999993;-1.15
2020-11-29;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;191.13999999999993;3.0
2020-12-03;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;189.73999999999992;-1.4
2020-12-06;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;192.73999999999992;3.0
2020-12-07;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;190.05999999999992;-2.68
2020-12-10;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;187.7899999999999;-2.27
2020-12-12;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;186.9299999999999;-0.86
2020-12-13;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;189.9299999999999;3.0
2020-12-20;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;192.9299999999999;3.0
2020-12-27;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;195.9299999999999;3.0
2020-12-30;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;194.2299999999999;-1.7
2020-12-30;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;191.9099999999999;-2.32
2021-01-03;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;194.9099999999999;3.0
2021-01-08;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;192.30999999999992;-2.6
2021-01-10;NL68ABNA9548056305;NL07ABNA8849764685;The Sting089;164.01999999999992;-28.29
2021-01-10;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;167.01999999999992;3.0
2021-01-13;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;165.2199999999999;-1.8
2021-01-14;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;164.27999999999992;-0.94
2021-01-17;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;167.27999999999992;3.0
2021-01-17;NL68ABNA9548056305;NL03ABNA5732787127;H&M;144.57999999999993;-22.7
2021-01-18;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;142.06999999999994;-2.51
2021-01-21;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;140.43999999999994;-1.63
2021-01-24;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;143.43999999999994;3.0
2021-01-30;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;141.33999999999995;-2.1
2021-01-31;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;144.33999999999995;3.0
2021-02-05;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;140.74999999999994;-3.59
2021-02-06;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;140.05999999999995;-0.69
2021-02-07;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;143.05999999999995;3.0
2021-02-07;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;141.10999999999996;-1.95
2021-02-14;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;144.10999999999996;3.0
2021-02-21;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;141.18999999999997;-2.92
2021-02-21;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;144.18999999999997;3.0
2021-02-27;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;142.93999999999997;-1.25
2021-02-28;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;139.91999999999996;-3.02
2021-02-28;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;142.91999999999996;3.0
2021-03-04;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;140.28999999999996;-2.63
2021-03-07;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;143.28999999999996;3.0
2021-03-09;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;142.12999999999997;-1.16
2021-03-11;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;140.66999999999996;-1.46
2021-03-14;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;143.66999999999996;3.0
2021-03-20;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;141.31999999999996;-2.35
2021-03-21;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;144.31999999999996;3.0
2021-03-22;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;141.89999999999998;-2.42
2021-03-28;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;144.89999999999998;3.0
2021-03-28;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;141.64999999999998;-3.25
2021-04-01;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;139.70999999999998;-1.94
2021-04-02;NL68ABNA9548056305;NL07ABNA8849764685;The Sting089;106.29999999999998;-33.41
2021-04-02;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;103.67999999999998;-2.62
2021-04-04;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;106.67999999999998;3.0
2021-04-04;NL68ABNA9548056305;NL08RABO7568468658;Bram Spoon;121.67999999999998;15.0
2021-04-04;NL68ABNA9548056305;NL38INGB3675462129;Walter Bolmer;141.67999999999998;20.0
2021-04-04;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;156.67999999999998;15.0
2021-04-07;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;154.76999999999998;-1.91
2021-04-07;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;152.42;-2.35
2021-04-11;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;151.10999999999999;-1.31
2021-04-11;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;154.10999999999999;3.0
2021-04-11;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;151.26999999999998;-2.84
2021-04-16;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;149.23;-2.04
2021-04-18;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;152.23;3.0
2021-04-19;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;151.35;-0.88
2021-04-25;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;154.35;3.0
2021-05-02;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;157.35;3.0
2021-05-04;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;155.71;-1.64
2021-05-09;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;158.71;3.0
2021-05-10;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;156.87;-1.84
2021-05-14;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;154.81;-2.06
2021-05-16;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;157.81;3.0
2021-05-20;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;155.96;-1.85
2021-05-23;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;158.96;3.0
2021-05-28;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;156.31;-2.65
2021-05-30;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;159.31;3.0
2021-06-06;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;162.31;3.0
2021-06-13;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;165.31;3.0
2021-06-13;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;162.29;-3.02
2021-06-20;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;165.29;3.0
2021-06-25;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;161.76999999999998;-3.52
2021-06-26;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;186.76999999999998;25.0
2021-06-27;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;189.76999999999998;3.0
2021-07-04;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;192.76999999999998;3.0
2021-07-11;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;195.76999999999998;3.0
2021-07-18;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;198.76999999999998;3.0
2021-07-18;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;196.02999999999997;-2.74
2021-07-23;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;193.72999999999996;-2.3
2021-07-25;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;196.72999999999996;3.0
2021-07-27;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;195.32999999999996;-1.4
2021-08-01;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;198.32999999999996;3.0
2021-08-06;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;223.32999999999996;25.0
2021-08-06;NL68ABNA9548056305;NL07INGB9788055427;Helga Mox;233.32999999999996;10.0
2021-08-06;NL68ABNA9548056305;NL57RABO4787393871;Bert Provine;248.32999999999996;15.0
2021-08-06;NL68ABNA9548056305;NL33INGB8694892022;Quirijn Stam;258.3299999999999;10.0
2021-08-08;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;261.3299999999999;3.0
2021-08-08;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;260.2699999999999;-1.06
2021-08-15;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;263.2699999999999;3.0
2021-08-19;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;260.73999999999995;-2.53
2021-08-22;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;263.73999999999995;3.0
2021-08-29;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;266.73999999999995;3.0
2021-09-05;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;269.73999999999995;3.0
2021-09-09;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;266.98999999999995;-2.75
2021-09-10;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;264.47999999999996;-2.51
2021-09-11;NL68ABNA9548056305;NL49INGB5406040774;Jamin;262.77;-1.71
2021-09-12;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;265.77;3.0
2021-09-15;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;262.33;-3.44
2021-09-15;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;260.14;-2.19
2021-09-19;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;263.14;3.0
2021-09-26;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;266.14;3.0
2021-09-28;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;263.71;-2.43
2021-10-03;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;266.71;3.0
2021-10-04;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;264.78999999999996;-1.92
2021-10-05;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;263.46;-1.33
2021-10-08;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;261.46;-2.0
2021-10-10;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;264.46;3.0
2021-10-12;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;263.65;-0.81
2021-10-13;NL68ABNA9548056305;NL50INGB7082086296;Wilco Wassenaar;283.65;20.0
2021-10-13;NL68ABNA9548056305;NL92ABNA6770096250;Wolter Doorn;303.65;20.0
2021-10-13;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;323.65;20.0
2021-10-15;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;320.71999999999997;-2.93
2021-10-17;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;323.71999999999997;3.0
2021-10-24;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;326.71999999999997;3.0
2021-10-31;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;329.71999999999997;3.0
2021-11-07;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;327.97999999999996;-1.74
2021-11-07;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;330.97999999999996;3.0
2021-11-14;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;333.97999999999996;3.0
2021-11-18;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;332.03999999999996;-1.94
2021-11-21;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;335.03999999999996;3.0
2021-11-22;NL68ABNA9548056305;NL49INGB5406040774;Jamin;332.04999999999995;-2.99
2021-11-23;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;330.84999999999997;-1.2
2021-11-24;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;330.23999999999995;-0.61
2021-11-26;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;329.50999999999993;-0.73
2021-11-28;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;332.50999999999993;3.0
2021-12-05;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;335.50999999999993;3.0
2021-12-07;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;334.50999999999993;-1.0
2021-12-07;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;332.43999999999994;-2.07
2021-12-12;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;335.43999999999994;3.0
2021-12-19;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;338.43999999999994;3.0
2021-12-25;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;337.42999999999995;-1.01
2021-12-26;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;340.42999999999995;3.0
2021-12-31;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;339.50999999999993;-0.92
2022-01-02;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;342.50999999999993;3.0
2022-01-04;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;341.66999999999996;-0.84
2022-01-05;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;339.35999999999996;-2.31
2022-01-09;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;342.35999999999996;3.0
2022-01-11;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;338.59;-3.77
2022-01-12;NL68ABNA9548056305;NL07ABNA8849764685;The Sting089;331.02;-7.57
2022-01-12;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;329.27;-1.75
2022-01-13;NL68ABNA9548056305;NL03ABNA5732787127;H&M;318.0;-11.27
2022-01-13;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;315.8;-2.2
2022-01-16;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;314.76;-1.04
2022-01-16;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;312.26;-2.5
2022-01-16;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;315.26;3.0
2022-01-19;NL68ABNA9548056305;NL13ABNA7434587830;Bakkerij t Stoepje;313.32;-1.94
2022-01-20;NL68ABNA9548056305;NL07ABNA8849764685;The Sting089;296.61;-16.71
2022-01-23;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;299.61;3.0
2022-01-24;NL68ABNA9548056305;NL17RABO4115845937;Intertoys;293.67;-5.94
2022-01-28;NL68ABNA9548056305;NL03ABNA5732787127;H&M;278.86;-14.81
2022-01-28;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;277.42;-1.44
2022-01-30;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;280.42;3.0
2022-02-02;NL68ABNA9548056305;NL67ABNA1965265332;ETOS 3297;271.15000000000003;-9.27
2022-02-05;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;268.61;-2.54
2022-02-06;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;271.61;3.0
2022-02-10;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;268.79;-2.82
2022-02-12;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;268.16;-0.63
2022-02-13;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;271.16;3.0
2022-02-20;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;274.16;3.0
2022-02-21;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;271.48;-2.68
2022-02-27;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;274.48;3.0
2022-03-04;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;271.49;-2.99
2022-03-04;NL68ABNA9548056305;NL49INGB5406040774;Jamin;269.6;-1.89
2022-03-05;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;266.71000000000004;-2.89
2022-03-06;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;269.71000000000004;3.0
2022-03-13;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;269.19000000000005;-0.52
2022-03-13;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;272.19000000000005;3.0
2022-03-16;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;270.2300000000001;-1.96
2022-03-16;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;269.07000000000005;-1.16
2022-03-20;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;272.07000000000005;3.0
2022-03-22;NL68ABNA9548056305;NL24INGB5924436675;DIRK VDBROEK FIL3489;270.57000000000005;-1.5
2022-03-23;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;268.59000000000003;-1.98
2022-03-27;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;271.59000000000003;3.0
2022-04-03;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;274.59000000000003;3.0
2022-04-04;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;294.59000000000003;20.0
2022-04-10;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;297.59000000000003;3.0
2022-04-11;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;295.16;-2.43
2022-04-13;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;294.41;-0.75
2022-04-17;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;297.41;3.0
2022-04-21;NL68ABNA9548056305;NL67ABNA1070230618;Jumbo Leidsche Rijn;296.09000000000003;-1.32
2022-04-22;NL68ABNA9548056305;NL95INGB4636681924;Snackbar Pieters;294.93;-1.16
2022-04-24;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;297.93;3.0
2022-04-26;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;294.93;-3.0
2022-05-01;NL68ABNA9548056305;NL18INGB9657789273;Tineke Vliet;297.93;3.0
2022-05-05;NL68ABNA9548056305;NL87INGB9688157082;AH 1208 Utrecht;295.93;-2.0
